year,quarter,region,area,sex,age_group,value,unit,source
2560,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,25-29 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,25-29 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,25-29 ปี,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,25-29 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,25-29 ปี,2.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,2.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,2.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,25-29 ปี,2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,2.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,รวม,หญิง,25-29 ปี,4.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,หญิง,25-29 ปี,4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,หญิง,25-29 ปี,3.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,รวม,หญิง,25-29 ปี,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,หญิง,25-29 ปี,2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,25-29 ปี,4.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,25-29 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,25-29 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,1.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,2.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,25-29 ปี,3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,25-29 ปี,3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,25-29 ปี,3.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,หญิง,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,25-29 ปี,2.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,25-29 ปี,2.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,25-29 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,25-29 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,25-29 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,25-29 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,25-29 ปี,1.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,25-29 ปี,3.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,25-29 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,25-29 ปี,3.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,25-29 ปี,5.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,25-29 ปี,3.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,30-34 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,หญิง,30-34 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,รวม,หญิง,30-34 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,30-34 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,รวม,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,ในเขตเทศบาล,หญิง,30-34 ปี,1.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,นอกเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,รวม,หญิง,30-34 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,หญิง,30-34 ปี,2.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,หญิง,30-34 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,หญิง,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,30-34 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,30-34 ปี,1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,30-34 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,30-34 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,30-34 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,30-34 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,30-34 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,30-34 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,30-34 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,30-34 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,30-34 ปี,1.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,30-34 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,30-34 ปี,1.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,รวม,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,ในเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคกลาง,นอกเขตเทศบาล,หญิง,35-39 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,รวม,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,35-39 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,รวม,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,ในเขตเทศบาล,หญิง,35-39 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,นอกเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,รวม,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,ในเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,35-39 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,รวม,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,ในเขตเทศบาล,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคกลาง,นอกเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,รวม,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,35-39 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,รวม,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,ในเขตเทศบาล,หญิง,35-39 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,นอกเขตเทศบาล,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,รวม,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,ในเขตเทศบาล,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,รวม,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,ในเขตเทศบาล,หญิง,35-39 ปี,1.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคกลาง,นอกเขตเทศบาล,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,รวม,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,รวม,หญิง,35-39 ปี,0.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,ในเขตเทศบาล,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,นอกเขตเทศบาล,หญิง,35-39 ปี,0.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,รวม,หญิง,35-39 ปี,0.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,ในเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ทั่วประเทศ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,รวม,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,ในเขตเทศบาล,หญิง,35-39 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคกลาง,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,รวม,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,รวม,หญิง,35-39 ปี,0.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,หญิง,35-39 ปี,0.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,รวม,หญิง,35-39 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,ในเขตเทศบาล,หญิง,35-39 ปี,0.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,นอกเขตเทศบาล,หญิง,35-39 ปี,0.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,รวม,หญิง,40-49 ปี,0.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ทั่วประเทศ,ในเขตเทศบาล,หญิง,40-49 ปี,0.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
